2101010013,松山健康服務中心,臺北市松山區八德路４段６９４號１、２樓,(02)27653147,0,2535,2020/03/11 20:22:46,25.049669,121.577306
2101020019,大安健康服務中心,臺北市大安區辛亥路３段１５號,(02)27390997,0,1703,2020/03/11 20:22:46,25.021575,121.544299
2101090011,大同健康服務中心,臺北市大同區昌吉街５２號１至２樓,(02)25948971,0,1555,2020/03/11 20:22:46,25.065815,121.516341
2101100227,中山健康服務中心,臺北市中山區松江路３６７號１樓,(02)25013363,2,2197,2020/03/11 20:22:46,25.064395,121.533501
2101110027,內湖健康服務中心,臺北市內湖區民權東路６段９９號,(02)27908387,0,1083,2020/03/11 20:22:46,25.069226,121.588923
2101120014,南港健康服務中心,臺北市南港區南港路１段３６０號１樓,(02)27868756,0,2472,2020/03/11 20:22:46,25.054529,121.606758
2101150012,士林健康服務中心,臺北市士林區中正路４３９號１樓,(02)28836268,0,2190,2020/03/11 20:22:46,25.092845,121.519698
2101161033,北投健康服務中心,臺北市北投區石牌路２段１１１號,(02)28261026,1,2452,2020/03/11 20:22:46,25.118112,121.517281
2101170050,信義健康服務中心,臺北市信義區信義路５段１５號,(02)87804152,0,2284,2020/03/11 20:22:46,25.033147,121.566898
2101180038,中正健康服務中心,臺北市中正區牯嶺街２４號,(02)23210168,0,2389,2020/03/11 20:22:46,25.030494,121.515952
2101191068,萬華健康服務中心,臺北市萬華區東園街１５２號,(02)23395384,0,1820,2020/03/11 20:22:46,25.023176,121.497613
2101200017,政大(文山健康服務中心),臺北市文山區木柵路３段２２０號,(02)22343501,0,2189,2020/03/11 20:22:46,24.989604,121.570087
2303240013,臺中市中西區衛生所,臺中市西區民權路１０５號,(04)22223811,2052,1553,2020/03/11 20:22:46,24.141144,120.675929
2311010010,基隆市中正區衛生所,基隆市中正區中正路２３６號２樓,(02)24621632,405,2800,2020/03/11 20:22:46,25.140942,121.759176
2311020016,基隆市七堵區衛生所,基隆市七堵區光明路２１－１（１－２樓）,(02)24562008,0,2975,2020/03/11 20:22:46,25.098761,121.717421
2311030012,基隆市暖暖區衛生所,基隆市暖暖區暖暖街２８１巷９８號,(02)24572630,1345,2608,2020/03/11 20:22:46,25.098967,121.736543
2311040018,基隆市仁愛區衛生所,基隆市仁愛區光一路２６號,(02)24311592,0,3278,2020/03/11 20:22:46,25.125254,121.736846
2311050014,基隆市中山區衛生所,基隆市中山區中山二路１５號,(02)24229860,975,2458,2020/03/11 20:22:46,25.137235,121.74076
2311060010,基隆市安樂區衛生所,基隆市安樂區安樂路２段１６４號１樓前棟,(02)24318061,0,2297,2020/03/11 20:22:46,25.12103,121.723205
2311070016,基隆市信義區衛生所,基隆市信義區信一路６９號,(02)24221633,1429,3379,2020/03/11 20:22:46,25.128592,121.75188
2312010014,新竹市東區衛生所,新竹市東區民族路４０之２號,(03)5236158,0,1215,2020/03/11 20:22:46,24.80544,120.973654
2312041028,新竹市北區衛生所,新竹市北區國華街六十九號一樓,(03)5353969,0,857,2020/03/11 20:22:46,24.816368,120.9703
2312050018,新竹市香山衛生所,新竹市香山區牛埔里育德街１８８號２樓,(03)5388109,0,353,2020/03/11 20:22:46,24.79442,120.942578
2317020010,臺中市東區衛生所,臺中市東區信義街１４２號,(04)22834121,0,2341,2020/03/11 20:22:46,24.13337,120.687798
2317040012,臺中市南區衛生所,臺中市南區工學路７２號２樓,(04)22629735,378,1915,2020/03/11 20:22:46,24.11709,120.663793
2317050018,臺中市北區衛生所,臺中市北區永興街３０１號４樓,(04)22359182,1696,2535,2020/03/11 20:22:46,24.166042,120.682234
2317060014,臺中市西屯區衛生所,臺中市西屯區西安里西屯路二段２９９號,(04)27027068,663,2531,2020/03/11 20:22:46,24.178914,120.640383
2317070010,臺中市南屯區衛生所,臺中市南屯區向心南路８１１號１樓,(04)23827640,195,1604,2020/03/11 20:22:46,24.13421,120.643438
2317080016,台中市北屯區軍功衛生所,臺中市北屯區軍功路二段１６號,(04)22393932,644,2505,2020/03/11 20:22:46,24.176191,120.719534
2317081022,台中市北屯區四民衛生所,臺中市北屯區后庄路１０６２號,(04)24211945,360,2715,2020/03/11 20:22:46,24.192695,120.68067
2321010013,臺南市東區衛生所,臺南市東區龍山里林森路１段４１８號,(06)2673613,2783,2297,2020/03/11 20:22:46,22.985012,120.222043
2321020019,臺南市南區衛生所,臺南市南區南都里南和路６號,(06)2618578,1669,2716,2020/03/11 20:22:46,22.960677,120.188068
